source_taxon_key,source_taxon_name,n_source_codes,source_keys,source_systems,community_layers,any_bien_range_available,any_candidate_bien_range_available,total_abundance,total_cwm_missing_weight
taxon:quercus_arizonica,Quercus arizonica,2,fia_spcd:803;p2veg:QUAR,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,272873.099526891,0
taxon:quercus_chrysolepis,Quercus chrysolepis,2,fia_spcd:805;p2veg:QUCH2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,1473775.90053102,0
taxon:quercus_douglasii,Quercus douglasii,2,fia_spcd:807;p2veg:QUDO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,123095.586397071,0
taxon:quercus_emoryi,Quercus emoryi,2,fia_spcd:810;p2veg:QUEM,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,96518.0133796405,0
taxon:quercus_engelmannii,Quercus engelmannii,2,fia_spcd:811;p2veg:QUEN,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;tree,TRUE,FALSE,1174.26202052763,0
taxon:quercus_gambelii,Quercus gambelii,2,fia_spcd:814;p2veg:QUGA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,21203423.1647746,0
taxon:quercus_garryana,Quercus garryana,2,fia_spcd:815;p2veg:QUGA4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,464352.405102642,0
taxon:quercus_grisea,Quercus grisea,2,fia_spcd:846;p2veg:QUGR3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,185558.17479324,0
taxon:quercus_hypoleucoides,Quercus hypoleucoides,2,fia_spcd:843;p2veg:QUHY,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,154012.281259672,0
taxon:quercus_kelloggii,Quercus kelloggii,2,fia_spcd:818;p2veg:QUKE,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,472494.867738283,0
taxon:quercus_lobata,Quercus lobata,2,fia_spcd:821;p2veg:QULO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,11409.548156011,0
taxon:quercus_macrocarpa,Quercus macrocarpa,2,fia_spcd:823;p2veg:QUMA2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,2238773.83104884,0
taxon:quercus_muehlenbergii,Quercus muehlenbergii,2,fia_spcd:826;p2veg:QUMU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1259976.88981537,0
taxon:quercus_oblongifolia,Quercus oblongifolia,2,fia_spcd:829;p2veg:QUOB,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,2450.7207287398,0
taxon:quercus_rugosa,Quercus rugosa,2,fia_spcd:847;p2veg:QURU4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,30638.4949635228,0
taxon:quercus_wislizeni,Quercus wislizeni,2,fia_spcd:839;p2veg:QUWI2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,348361.984311037,0
taxon:rhamnus_cathartica,Rhamnus cathartica,2,fia_spcd:6918;p2veg:RHCA3,fia_spcd;nrcs_plants_symbol,sapling;seedling;shrub;tree,TRUE,FALSE,2796651.41028585,0
taxon:rhodomyrtus_tomentosa,Rhodomyrtus tomentosa,2,fia_spcd:8466;p2veg:RHTO10,fia_spcd;nrcs_plants_symbol,sapling;shrub,TRUE,FALSE,83.965282,0
taxon:ricinus_communis,Ricinus communis,2,fia_spcd:8472;p2veg:RICO3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling,TRUE,FALSE,793.20248,0
taxon:robinia_pseudoacacia,Robinia pseudoacacia,2,fia_spcd:901;p2veg:ROPS,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1319299.50396068,0
taxon:salix_alba,Salix alba,2,fia_spcd:927;p2veg:SAAL2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,12030.4663781099,0
taxon:salix_amygdaloides,Salix amygdaloides,2,fia_spcd:921;p2veg:SAAM2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,461646.235962959,0
taxon:salix_bebbiana,Salix bebbiana,2,fia_spcd:923;p2veg:SABE2,fia_spcd;nrcs_plants_symbol,forb;p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,171148.427086436,0
taxon:salix_nigra,Salix nigra,2,fia_spcd:922;p2veg:SANI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1106666.32335832,0
taxon:samanea_saman,Samanea saman,2,fia_spcd:8505;p2veg:SASA10,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,FALSE,339.874045505006,0
taxon:santalum_ellipticum,Santalum ellipticum,2,fia_spcd:8516;p2veg:SAEL2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,FALSE,25.0938415810458,0
taxon:santalum_freycinetianum,Santalum freycinetianum,2,fia_spcd:8517;p2veg:SAFR4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,FALSE,33.4360191296457,0
taxon:santalum_paniculatum,Santalum paniculatum,2,fia_spcd:8522;p2veg:SAPA7,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,1178.39404283981,224.895847
taxon:sapindus_oahuense,Sapindus oahuense,2,fia_spcd:8528;p2veg:SAOA3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,FALSE,53.513747175076,0
taxon:sapindus_saponaria,Sapindus saponaria,2,fia_spcd:8529;p2veg:SASA4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;tree,TRUE,FALSE,169.585143337582,0
taxon:scaevola_chamissoniana,Scaevola chamissoniana,2,fia_spcd:8549;p2veg:SCCH3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;shrub,FALSE,FALSE,1576.305649,1499.305649
