species_key,source_code_system,source_species_code,scientific_name,common_name,genus,specific_epithet,source_tables,community_layers,growth_habits,states_present,n_states,n_plot_visits,n_conditions,n_source_rows,abundance_total,in_seedlings,in_saplings,in_trees,in_shrubs,in_forbs,in_graminoids,in_p2veg_tree_layers,is_pseudo_taxon,has_scientific_name,needs_niche
p2veg:CERAS,nrcs_plants_symbol,CERAS,Cerastium,mouse-ear chickweed,Cerastium,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,CA;OR;WA,3,10,12,18,256.840004,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CERCI2,nrcs_plants_symbol,CERCI2,Cercis,redbud,Cercis,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA,1,2,2,4,49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CERCO,nrcs_plants_symbol,CERCO,Cercocarpus,mountain mahogany,Cercocarpus,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR,2,21,23,48,382.642088,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CESTR,nrcs_plants_symbol,CESTR,Cestrum,jessamine,Cestrum,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,HI,1,1,1,1,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHAEN,nrcs_plants_symbol,CHAEN,Chaenactis,pincushion,Chaenactis,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHAMA,nrcs_plants_symbol,CHAMA,Chamaebatia,mountain misery,Chamaebatia,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA,1,2,2,6,226,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHAMA5,nrcs_plants_symbol,CHAMA5,Chamaedaphne,leatherleaf,Chamaedaphne,,P2VEG_SUBPLOT_SPP,forb,forb,AK,1,1,1,1,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHAMA15,nrcs_plants_symbol,CHAMA15,Chamaesyce,sandmat,Chamaesyce,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,seedling_sapling_tree,HI,1,1,1,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:CHAME2,nrcs_plants_symbol,CHAME2,Chamerion,fireweed,Chamerion,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,57,64,105,1043.0791,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHEIL,nrcs_plants_symbol,CHEIL,Cheilanthes,lipfern,Cheilanthes,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,4.85583,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHENO,nrcs_plants_symbol,CHENO,Chenopodium,goosefoot,Chenopodium,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;OR,3,7,7,11,107.21379,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHIMA,nrcs_plants_symbol,CHIMA,Chimaphila,prince's pine,Chimaphila,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;WA,2,4,4,4,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHLOR,nrcs_plants_symbol,CHLOR,Chloris,windmill grass,Chloris,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AZ;NM,2,5,5,8,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CHLOR3,nrcs_plants_symbol,CHLOR3,Chlorogalum,soapplant,Chlorogalum,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,20,22,29,173.687408,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHORI2,nrcs_plants_symbol,CHORI2,Chorizanthe,spineflower,Chorizanthe,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHRYS15,nrcs_plants_symbol,CHRYS15,Chrysolepis,chinquapin,Chrysolepis,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR,2,5,7,12,101.397522,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CHRYS9,nrcs_plants_symbol,CHRYS9,Chrysothamnus,rabbitbrush,Chrysothamnus,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,CA;NV;OR;UT;WA,5,591,649,1073,7840.552117,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CIBOT,nrcs_plants_symbol,CIBOT,Cibotium,manfern,Cibotium,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,seedling_sapling_tree,HI,1,2,2,5,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:CICUT,nrcs_plants_symbol,CICUT,Cicuta,water hemlock,Cicuta,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,7,9,13,46.416986,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CINNA,nrcs_plants_symbol,CINNA,Cinna,woodreed,Cinna,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,WA,1,1,1,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CIRSI,nrcs_plants_symbol,CIRSI,Cirsium,thistle,Cirsium,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;CA;CO;ID;MT;NV;OR;UT;WA,9,386,428,675,5773.146545,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CISTA,nrcs_plants_symbol,CISTA,Cistanthe,pussypaws,Cistanthe,,P2VEG_SUBPLOT_SPP,forb,forb,OR,1,1,1,1,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CISI3,nrcs_plants_symbol,CISI3,Citrus x sinensis,sweet orange,Citrus,x,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,large_tree,HI,1,1,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:CLARK,nrcs_plants_symbol,CLARK,Clarkia,clarkia,Clarkia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,47,50,65,402.823599,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CLAYT,nrcs_plants_symbol,CLAYT,Claytonia,springbeauty,Claytonia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;UT;WA,4,141,155,241,2250.432109,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CLEMA,nrcs_plants_symbol,CLEMA,Clematis,leather flower,Clematis,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;MT;OR;WA,5,37,38,54,415.405999,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CLINO,nrcs_plants_symbol,CLINO,Clinopodium,clinopodium,Clinopodium,,P2VEG_SUBPLOT_SPP,forb,forb,OR,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CLINT,nrcs_plants_symbol,CLINT,Clintonia,bluebead,Clintonia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR,2,9,11,16,117.355301,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:COLLI,nrcs_plants_symbol,COLLI,Collinsia,blue eyed Mary,Collinsia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;NV;OR;WA,4,202,229,406,2433.772407,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:COLLO,nrcs_plants_symbol,COLLO,Collomia,trumpet,Collomia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;OR;WA,4,18,19,25,109,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:COMAN,nrcs_plants_symbol,COMAN,Comandra,bastard toadflax,Comandra,,P2VEG_SUBPLOT_SPP,forb,forb,ID,1,1,1,2,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CONDA,nrcs_plants_symbol,CONDA,Condalia,snakewood,Condalia,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,AZ,1,1,1,2,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CONVO,nrcs_plants_symbol,CONVO,Convolvulus,bindweed,Convolvulus,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,9,10,21,219.86439,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:COPRO,nrcs_plants_symbol,COPRO,Coprosma,mirrorplant,Coprosma,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,seedling_sapling_tree,HI,1,15,15,18,137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:COPTI,nrcs_plants_symbol,COPTI,Coptis,goldthread,Coptis,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AK;OR;WA,3,12,12,25,149,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CORDY,nrcs_plants_symbol,CORDY,Cordylanthus,bird's-beak,Cordylanthus,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,7,7,11,77,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
