species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,growth_habits,n_states,n_plot_visits,n_conditions,abundance_total,source_tables,is_pseudo_taxon,needs_niche,bien_query_name,bien_range_available,range_lookup_status,range_match_status,needs_range_review,range_review_reason,range_lookup_error,has_global_niche,has_study_area_niche,in_cwm_missing_species,cwm_missing_n_condition_rows,cwm_missing_treecount_total,cwm_missing_seedlings_tpa,cwm_missing_weight_total,gap_stage,gap_reason,study_area_range_failure_stage,study_area_range_failure_reason,study_area_niche_missing_indicators
p2veg:ERLE3,nrcs_plants_symbol,ERLE3,Eragrostis leptophylla,mountain lovegrass,graminoid,graminoid,1,1,1,28,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eragrostis_leptophylla,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERLE6,nrcs_plants_symbol,ERLE6,Erigeron leiomerus,rockslide yellow fleabane,forb,forb,2,4,4,35,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Erigeron_leiomerus,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERLU6,nrcs_plants_symbol,ERLU6,Erica lusitanica,Spanish heath,shrub,shrub_vine,1,21,23,342.268903,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Erica_lusitanica,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERMAC,nrcs_plants_symbol,ERMAC,Erodium macrophyllum var. californicum,California stork's bill,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Erodium_macrophyllum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERNI4,nrcs_plants_symbol,ERNI4,Eriogonum nidularium,birdnest buckwheat,forb,forb,1,1,1,8,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eriogonum_nidularium,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERPU6,nrcs_plants_symbol,ERPU6,Eriogonum pusillum,yellowturbans,forb,forb,1,1,1,24,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eriogonum_pusillum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERRU2,nrcs_plants_symbol,ERRU2,Eriophorum russeolum,red cottongrass,graminoid,graminoid,1,5,6,88.404758,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eriophorum_russeolum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERSA11,nrcs_plants_symbol,ERSA11,Erythrina sandwicensis,wili wili,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,3,3,110,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Erythrina_sandwicensis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERSP3,nrcs_plants_symbol,ERSP3,Eriastrum sparsiflorum,Great Basin woollystar,forb,forb,2,4,4,15,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eriastrum_sparsiflorum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ERVA,nrcs_plants_symbol,ERVA,Eragrostis variabilis,kawelu,graminoid,graminoid,1,2,2,13,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eragrostis_variabilis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ETEL,nrcs_plants_symbol,ETEL,Etlingera elatior,torch-ginger,forb,forb,1,1,1,8.278902,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Etlingera_elatior,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:EUGL19,nrcs_plants_symbol,EUGL19,Eurybia glauca,gray aster,forb,forb,5,22,22,300,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eurybia_glauca,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:EUGLG2,nrcs_plants_symbol,EUGLG2,Eurybia glauca var. glauca,gray aster,forb,forb,1,1,1,13,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eurybia_glauca,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:EUGR12,nrcs_plants_symbol,EUGR12,Eucalyptus grandis,grand eucalyptus,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,11,12,1789,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eucalyptus_grandis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:EUPI,nrcs_plants_symbol,EUPI,Eucalyptus pilularis,blackbutt,p2veg_large_tree,large_tree,1,1,1,18,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eucalyptus_pilularis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:EUSA,nrcs_plants_symbol,EUSA,Eucalyptus saligna,Sydney bluegum,p2veg_large_tree,large_tree,1,1,1,40,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Eucalyptus_saligna,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:EVPR,nrcs_plants_symbol,EVPR,Evax prolifera,bighead pygmycudweed,forb,forb,1,1,1,24,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Evax_prolifera,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:FEBR7,nrcs_plants_symbol,FEBR7,Festuca brevipila,hard fescue,graminoid,graminoid,3,4,4,63,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Festuca_brevipila,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:FEHA,nrcs_plants_symbol,FEHA,Festuca hawaiiensis,Hawai'i fescue,graminoid,graminoid,1,2,2,85,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Festuca_hawaiiensis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:FEMI3,nrcs_plants_symbol,FEMI3,Festuca minutiflora,smallflower fescue,graminoid,graminoid,1,1,1,8,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Festuca_minutiflora,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:FLBR,nrcs_plants_symbol,FLBR,Flindersia brayleyana,Queensland maple,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,1,1,34,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Flindersia_brayleyana,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:FRAR,nrcs_plants_symbol,FRAR,Freycinetia arborea,'ie'ie,forb;shrub,forb;shrub_vine,1,44,48,1100.989679,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Freycinetia_arborea,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GABU2,nrcs_plants_symbol,GABU2,Garrya buxifolia,dwarf silktassel,shrub,shrub_vine,2,131,138,2257.229107,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Garrya_buxifolia,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GAHU2,nrcs_plants_symbol,GAHU2,Gayophytum humile,dwarf groundsmoke,forb,forb,2,6,7,100,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Gayophytum_humile,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GAVE2,nrcs_plants_symbol,GAVE2,Garrya veatchii,canyon silktassel,shrub,shrub_vine,1,40,42,596.82997,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Garrya_veatchii,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GEHO5,nrcs_plants_symbol,GEHO5,Geranium homeanum,Australasian geranium,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Geranium_homeanum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GLPU,nrcs_plants_symbol,GLPU,Glossopetalon pungens,dwarf greasebush,shrub,shrub_vine,1,1,1,12,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Glossopetalon_pungens,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GRCL,nrcs_plants_symbol,GRCL,Grusonia clavata,club cholla,shrub,shrub_vine,1,1,1,4,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Grusonia_clavata,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GREM,nrcs_plants_symbol,GREM,Grusonia emoryi,devil cholla,shrub,shrub_vine,1,5,5,47,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Grusonia_emoryi,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GRNA,nrcs_plants_symbol,GRNA,Grindelia nana,Idaho gumweed,forb,forb,2,33,35,359.519948,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Grindelia_nana,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GRPA8,nrcs_plants_symbol,GRPA8,Grindelia papposa,Spanish gold,forb,forb,1,5,5,122,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Grindelia_papposa,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:GRRO,nrcs_plants_symbol,GRRO,Grevillea robusta,silkoak,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,20,21,914.417215,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Grevillea_robusta,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HAST3,nrcs_plants_symbol,HAST3,Harrimanella stelleriana,Alaska bellheather,shrub,shrub_vine,1,88,91,3740.488822,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Harrimanella_stelleriana,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEAR2,nrcs_plants_symbol,HEAR2,Helenium arizonicum,Arizona sneezeweed,forb,forb,1,1,1,6,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Helenium_arizonicum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEBA2,nrcs_plants_symbol,HEBA2,Heterotheca barbata,Spokane false goldenaster,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Heterotheca_barbata,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HECE,nrcs_plants_symbol,HECE,Hedyotis centranthoides,forest starviolet,shrub,shrub_vine,1,1,1,18,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hedyotis_centranthoides,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HECO5,nrcs_plants_symbol,HECO5,Heliotropium convolvulaceum,phlox heliotrope,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Heliotropium_convolvulaceum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HECO7,nrcs_plants_symbol,HECO7,Hemizonia congesta,hayfield tarweed,forb,forb,1,2,2,8,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hemizonia_congesta,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HECOL3,nrcs_plants_symbol,HECOL3,Hemizonia congesta ssp. luzulifolia,hayfield tarweed,forb,forb,1,5,5,142,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hemizonia_congesta,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEFL5,nrcs_plants_symbol,HEFL5,Hedychium flavescens,cream garland-lily,forb,forb,1,1,2,1.812748,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hedychium_flavescens,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEFO5,nrcs_plants_symbol,HEFO5,Hedyotis fosbergii,Fosberg's starviolet,p2veg_seedling_sapling_tree,seedling_sapling_tree,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hedyotis_fosbergii,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEGA,nrcs_plants_symbol,HEGA,Hedychium gardnerianum,Kahila garland-lily,forb,forb,1,34,36,3250.661354,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hedychium_gardnerianum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEHI8,nrcs_plants_symbol,HEHI8,Hedyotis hillebrandii,manono,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,11,11,161,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hedyotis_hillebrandii,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HENO,nrcs_plants_symbol,HENO,Heuchera novomexicana,New Mexico alumroot,forb,forb,1,2,2,12,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Heuchera_novomexicana,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEPI11,nrcs_plants_symbol,HEPI11,Hesperocyparis pigmaea,pygmy cypress,p2veg_large_tree,large_tree,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hesperocyparis_pigmaea,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HETE21,nrcs_plants_symbol,HETE21,Hedyotis terminalis,variable starviolet,p2veg_seedling_sapling_tree,seedling_sapling_tree,1,15,15,83.870581,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hedyotis_terminalis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HEWH,nrcs_plants_symbol,HEWH,Hesperoyucca whipplei,chaparral yucca,shrub,shrub_vine,1,148,156,1947.936946,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hesperoyucca_whipplei,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HIAU,nrcs_plants_symbol,HIAU,Hieracium aurantiacum,orange hawkweed,forb,forb,4,31,36,412.381255,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hieracium_aurantiacum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HICA10,nrcs_plants_symbol,HICA10,Hieracium caespitosum,meadow hawkweed,forb,forb,4,102,113,1428.877849,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hieracium_caespitosum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HICY,nrcs_plants_symbol,HICY,Hieracium cynoglossoides,houndstongue hawkweed,forb,forb,4,180,188,1358.670877,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hieracium_cynoglossoides,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HILA8,nrcs_plants_symbol,HILA8,Hieracium lachenalii,common hawkweed,forb,forb,2,2,2,46.51426,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hieracium_lachenalii,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HIMO2,nrcs_plants_symbol,HIMO2,Hippuris montana,mountain mare's-tail,forb,forb,1,1,1,5,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hippuris_montana,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HIPI2,nrcs_plants_symbol,HIPI2,Hieracium piloselloides,tall hawkweed,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hieracium_piloselloides,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HITI,nrcs_plants_symbol,HITI,Hibiscus tiliaceus,sea hibiscus,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,5,5,715.71008,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hibiscus_tiliaceus,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HOTR,nrcs_plants_symbol,HOTR,Horkelia tridentata,threetooth horkelia,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Horkelia_tridentata,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HYOF,nrcs_plants_symbol,HYOF,Hyssopus officinalis,hyssop,forb,forb,1,1,1,5,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hyssopus_officinalis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HYRE,nrcs_plants_symbol,HYRE,Hymenophyllum recurvum,ohiaku,forb,forb,1,3,3,14,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hymenophyllum_recurvum,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HYSA,nrcs_plants_symbol,HYSA,Hymenoclea salsola,burrobrush,shrub,shrub_vine,2,11,12,205,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hymenoclea_salsola,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:HYSAS,nrcs_plants_symbol,HYSAS,Hymenoclea salsola var. salsola,burrobrush,shrub,shrub_vine,1,1,1,4,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Hymenoclea_salsola,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ILAN,nrcs_plants_symbol,ILAN,Ilex anomala,Hawai'i holly,p2veg_large_tree;p2veg_seedling_sapling_tree,large_tree;seedling_sapling_tree,1,62,62,979.468379,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ilex_anomala,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:IMAU,nrcs_plants_symbol,IMAU,Impatiens aurella,paleyellow touch-me-not,forb,forb,1,1,1,5,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Impatiens_aurella,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:IMNO,nrcs_plants_symbol,IMNO,Impatiens noli-tangere,western touch-me-not,forb,forb,3,6,6,418,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Impatiens_noli-tangere,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:IPHE,nrcs_plants_symbol,IPHE,Ipomoea hederacea,ivyleaf morning-glory,forb;shrub,forb;shrub_vine,2,4,4,76,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ipomoea_hederacea,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ISBY,nrcs_plants_symbol,ISBY,Ischaemum byrone,Hilo murainagrass,graminoid,graminoid,1,1,1,18,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ischaemum_byrone,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:ISDI,nrcs_plants_symbol,ISDI,Isachne distichophylla,ridgetop bloodgrass,graminoid,graminoid,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Isachne_distichophylla,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:JUOC2,nrcs_plants_symbol,JUOC2,Juncus occidentalis,western rush,graminoid,graminoid,1,1,1,18,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Juncus_occidentalis,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:JURE,nrcs_plants_symbol,JURE,Juncus regelii,Regel's rush,graminoid,graminoid,1,1,1,78,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Juncus_regelii,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:JUTW,nrcs_plants_symbol,JUTW,Juncus tweedyi,Tweedy's rush,graminoid,graminoid,1,1,1,30,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Juncus_tweedyi,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:KAPI,nrcs_plants_symbol,KAPI,Kalanchoe pinnata,cathedral bells,forb,forb,1,2,2,67,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Kalanchoe_pinnata,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:KUCO,nrcs_plants_symbol,KUCO,Kumlienia cooleyae,Cooley's false buttercup,forb,forb,1,1,1,3,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Kumlienia_cooleyae,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
p2veg:LAGA2,nrcs_plants_symbol,LAGA2,Lamiastrum galeobdolon,yellow archangel,forb,forb,1,1,1,3.972016,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Lamiastrum_galeobdolon,FALSE,no_range,missing_range,TRUE,BIEN did not report a range map for the query binomial,,FALSE,FALSE,FALSE,,,,,no_bien_range_map,BIEN did not report a range map for the query binomial,,,
