species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,n_states,n_plot_visits,n_conditions,abundance_total,bien_query_name,range_lookup_status,range_review_reason
p2veg:PERYO,nrcs_plants_symbol,PERYO,Penstemon rydbergii var. oreocharis,herbaceous penstemon,forb,1,3,4,35.70273,Penstemon_rydbergii_var._oreocharis,missing,No BIEN range returned
p2veg:COBA17,nrcs_plants_symbol,COBA17,Commersonia bartramia,brown kurrajong,p2veg_tree_layer,1,1,1,35,Commersonia_bartramia,missing,No BIEN range returned
p2veg:ERLE6,nrcs_plants_symbol,ERLE6,Erigeron leiomerus,rockslide yellow fleabane,forb,2,4,4,35,Erigeron_leiomerus,missing,No BIEN range returned
p2veg:HELOL,nrcs_plants_symbol,HELOL,Heliomeris longifolia var. longifolia,longleaf false goldeneye,forb,1,2,2,35,Heliomeris_longifolia_var._longifolia,missing,No BIEN range returned
p2veg:LAVEL,nrcs_plants_symbol,LAVEL,Lathyrus vestitus ssp. laetiflorus,Pacific pea,forb,1,1,2,35,Lathyrus_vestitus_ssp._laetiflorus,missing,No BIEN range returned
p2veg:POCUE2,nrcs_plants_symbol,POCUE2,Poa cusickii ssp. epilis,Cusick's bluegrass,graminoid,2,3,3,35,Poa_cusickii_ssp._epilis,missing,No BIEN range returned
p2veg:RIROR,nrcs_plants_symbol,RIROR,Ribes roezlii var. roezlii,Sierra gooseberry,shrub,2,3,3,35,Ribes_roezlii_var._roezlii,missing,No BIEN range returned
p2veg:SALUC,nrcs_plants_symbol,SALUC,Salix lucida ssp. caudata,greenleaf willow,shrub,3,3,3,35,Salix_lucida_ssp._caudata,missing,No BIEN range returned
p2veg:SAVE,nrcs_plants_symbol,SAVE,Salix vestita,rock willow,shrub,1,3,3,35,Salix_vestita,missing,No BIEN range returned
p2veg:VICAR,nrcs_plants_symbol,VICAR,Viola canadensis var. rugulosa,creepingroot violet,forb,1,3,3,35,Viola_canadensis_var._rugulosa,missing,No BIEN range returned
p2veg:HEPI11,nrcs_plants_symbol,HEPI11,Hesperocyparis pigmaea,pygmy cypress,p2veg_tree_layer;shrub,1,3,4,34.700221,Hesperocyparis_pigmaea,missing,No BIEN range returned
p2veg:HOMAG,nrcs_plants_symbol,HOMAG,Hordeum marinum ssp. gussoneanum,Mediterranean barley,graminoid,1,1,2,34.667944,Hordeum_marinum_ssp._gussoneanum,missing,No BIEN range returned
p2veg:DILO5,nrcs_plants_symbol,DILO5,Diplacus lompocensis,Lompoc Mesa bush monkeyflower,shrub,1,1,1,34.372185,Diplacus_lompocensis,missing,No BIEN range returned
p2veg:BUAS,nrcs_plants_symbol,BUAS,Buddleja asiatica,dogtail,p2veg_tree_layer;shrub,1,5,5,34.080647,Buddleja_asiatica,missing,No BIEN range returned
p2veg:SPJU2,nrcs_plants_symbol,SPJU2,Spartium junceum,Spanish broom,shrub,1,4,4,34.019684,Spartium_junceum,missing,No BIEN range returned
p2veg:CAAQA,nrcs_plants_symbol,CAAQA,Carex aquatilis var. aquatilis,water sedge,graminoid,1,2,2,34,Carex_aquatilis_var._aquatilis,missing,No BIEN range returned
p2veg:DEINI,nrcs_plants_symbol,DEINI,Descurainia incana ssp. incana,mountain tansymustard,forb,1,2,2,34,Descurainia_incana_ssp._incana,missing,No BIEN range returned
p2veg:FLBR,nrcs_plants_symbol,FLBR,Flindersia brayleyana,Queensland maple,p2veg_tree_layer,1,1,1,34,Flindersia_brayleyana,missing,No BIEN range returned
p2veg:LATAP,nrcs_plants_symbol,LATAP,Lactuca tatarica var. pulchella,blue lettuce,forb,1,4,4,34,Lactuca_tatarica_var._pulchella,missing,No BIEN range returned
p2veg:MOVI2,nrcs_plants_symbol,MOVI2,Monardella villosa,coyote mint,forb,1,4,4,34,Monardella_villosa,missing,No BIEN range returned
p2veg:POSI6,nrcs_plants_symbol,POSI6,Poa sierrae,Sierra bluegrass,graminoid,1,1,1,34,Poa_sierrae,missing,No BIEN range returned
p2veg:URDI5,nrcs_plants_symbol,URDI5,Urochloa distachya,tropical signalgrass,graminoid,1,3,3,34,Urochloa_distachya,missing,No BIEN range returned
p2veg:ARARA2,nrcs_plants_symbol,ARARA2,Artemisia arctica ssp. arctica,boreal sagebrush,forb,2,2,2,33,Artemisia_arctica_ssp._arctica,missing,No BIEN range returned
p2veg:LECOW,nrcs_plants_symbol,LECOW,Lewisia columbiana var. wallowensis,Wallowa lewisia,forb,1,2,2,33,Lewisia_columbiana_var._wallowensis,missing,No BIEN range returned
p2veg:PUPAM,nrcs_plants_symbol,PUPAM,Pulsatilla patens ssp. multifida,cutleaf anemone,forb,3,3,3,33,Pulsatilla_patens_ssp._multifida,missing,No BIEN range returned
p2veg:SAROR,nrcs_plants_symbol,SAROR,Salix rotundifolia ssp. rotundifolia,least willow,shrub,1,1,1,33,Salix_rotundifolia_ssp._rotundifolia,missing,No BIEN range returned
p2veg:SEFLM,nrcs_plants_symbol,SEFLM,Senecio flaccidus var. monoensis,smooth threadleaf ragwort,forb,2,2,2,33,Senecio_flaccidus_var._monoensis,missing,No BIEN range returned
p2veg:VAAR3,nrcs_plants_symbol,VAAR3,Valeriana arizonica,Arizona valerian,forb,1,3,4,33,Valeriana_arizonica,missing,No BIEN range returned
p2veg:VINIG,nrcs_plants_symbol,VINIG,Vicia nigricans ssp. gigantea,giant vetch,forb,2,3,3,33,Vicia_nigricans_ssp._gigantea,missing,No BIEN range returned
p2veg:HYCAA,nrcs_plants_symbol,HYCAA,Hydrophyllum capitatum var. alpinum,alpine waterleaf,forb,2,4,5,32.78315,Hydrophyllum_capitatum_var._alpinum,missing,No BIEN range returned
p2veg:ATAC,nrcs_plants_symbol,ATAC,Atriplex acanthocarpa,tubercled saltbush,shrub,1,2,2,32.687695,Atriplex_acanthocarpa,missing,No BIEN range returned
fia_spcd:7012,fia_spcd,7012,Erythrina sandwicensis,wili wili,tree,1,4,4,32.1663026505488,Erythrina_sandwicensis,missing,No BIEN range returned
p2veg:ACAR14,nrcs_plants_symbol,ACAR14,Achnatherum aridum,Mormon needlegrass,graminoid,3,4,4,32,Achnatherum_aridum,missing,No BIEN range returned
p2veg:CASTS5,nrcs_plants_symbol,CASTS5,Calamagrostis stricta ssp. stricta,slimstem reedgrass,graminoid,2,2,2,32,Calamagrostis_stricta_ssp._stricta,missing,No BIEN range returned
p2veg:CAOV8,nrcs_plants_symbol,CAOV8,Carex ovalis,eggbract sedge,graminoid,1,1,1,32,Carex_ovalis,missing,No BIEN range returned
p2veg:CHPL,nrcs_plants_symbol,CHPL,Cheirodendron platyphyllum,lapalapa,p2veg_tree_layer,1,1,1,32,Cheirodendron_platyphyllum,missing,No BIEN range returned
p2veg:COCAC3,nrcs_plants_symbol,COCAC3,Conyza canadensis var. canadensis,Canadian horseweed,forb,2,4,4,32,Conyza_canadensis_var._canadensis,missing,No BIEN range returned
p2veg:CYCO18,nrcs_plants_symbol,CYCO18,Cyathea cooperi,Cooper's cyathea,forb;p2veg_tree_layer,1,3,3,32,Cyathea_cooperi,missing,No BIEN range returned
p2veg:ERPEC2,nrcs_plants_symbol,ERPEC2,Erigeron peregrinus ssp. callianthemus var. callianthemus,subalpine fleabane,forb,1,1,1,32,Erigeron_peregrinus_ssp._callianthemus_var._callianthemus,missing,No BIEN range returned
p2veg:HYFEA,nrcs_plants_symbol,HYFEA,Hydrophyllum fendleri var. albifrons,white waterleaf,forb,1,1,1,32,Hydrophyllum_fendleri_var._albifrons,missing,No BIEN range returned
p2veg:LANEN2,nrcs_plants_symbol,LANEN2,Lathyrus nevadensis ssp. lanceolatus var. nuttallii,Sierra pea,forb,1,2,2,32,Lathyrus_nevadensis_ssp._lanceolatus_var._nuttallii,missing,No BIEN range returned
p2veg:LUBAB,nrcs_plants_symbol,LUBAB,Lupinus bakeri ssp. bakeri,Baker's lupine,forb,2,4,4,32,Lupinus_bakeri_ssp._bakeri,missing,No BIEN range returned
p2veg:RHCRP2,nrcs_plants_symbol,RHCRP2,Rhamnus crocea ssp. pilosa,hollyleaf buckthorn,shrub,2,5,5,32,Rhamnus_crocea_ssp._pilosa,missing,No BIEN range returned
p2veg:RUARA2,nrcs_plants_symbol,RUARA2,Rubus arcticus ssp. acaulis,dwarf raspberry,forb;shrub,2,5,5,32,Rubus_arcticus_ssp._acaulis,missing,No BIEN range returned
p2veg:WAID,nrcs_plants_symbol,WAID,Waldsteinia idahoensis,Idaho barren strawberry,forb,1,2,2,32,Waldsteinia_idahoensis,missing,No BIEN range returned
p2veg:DIMU5,nrcs_plants_symbol,DIMU5,Dichelostemma multiflorum,roundtooth snakelily,forb,1,4,5,31.959672,Dichelostemma_multiflorum,missing,No BIEN range returned
p2veg:LEAN19,nrcs_plants_symbol,LEAN19,Leptosiphon androsaceus,false babystars,forb,1,2,2,31.798162,Leptosiphon_androsaceus,missing,No BIEN range returned
p2veg:LAVE2,nrcs_plants_symbol,LAVE2,Lathyrus vestitus,Pacific pea,forb;shrub,1,3,3,31,Lathyrus_vestitus,missing,No BIEN range returned
p2veg:MOFIM2,nrcs_plants_symbol,MOFIM2,Monarda fistulosa ssp. fistulosa var. menthifolia,mintleaf bergamot,forb;shrub,2,2,2,31,Monarda_fistulosa_ssp._fistulosa_var._menthifolia,missing,No BIEN range returned
p2veg:TROVO2,nrcs_plants_symbol,TROVO2,Trillium ovatum ssp. ovatum,Pacific trillium,forb,3,3,3,31,Trillium_ovatum_ssp._ovatum,missing,No BIEN range returned
p2veg:ACEM4,nrcs_plants_symbol,ACEM4,Achnatherum eminens,southwestern needlegrass,graminoid,1,2,2,30,Achnatherum_eminens,missing,No BIEN range returned
p2veg:AMBI,nrcs_plants_symbol,AMBI,Amaranthus bigelovii,Bigelow's amaranth,forb,1,1,1,30,Amaranthus_bigelovii,missing,No BIEN range returned
p2veg:CICL,nrcs_plants_symbol,CICL,Cirsium clavatum,Fish Lake thistle,forb,1,3,4,30,Cirsium_clavatum,missing,No BIEN range returned
p2veg:COER5,nrcs_plants_symbol,COER5,Condalia ericoides,javelina bush,shrub,1,2,2,30,Condalia_ericoides,missing,No BIEN range returned
p2veg:ELELB2,nrcs_plants_symbol,ELELB2,Elymus elymoides ssp. brevifolius,squirreltail,graminoid,3,4,4,30,Elymus_elymoides_ssp._brevifolius,missing,No BIEN range returned
p2veg:EPOR,nrcs_plants_symbol,EPOR,Epilobium oreganum,Grants Pass willowherb,forb,1,1,1,30,Epilobium_oreganum,missing,No BIEN range returned
p2veg:HEUND,nrcs_plants_symbol,HEUND,Helianthella uniflora var. douglasii,Douglas' helianthella,forb,2,4,4,30,Helianthella_uniflora_var._douglasii,missing,No BIEN range returned
p2veg:JUTW,nrcs_plants_symbol,JUTW,Juncus tweedyi,Tweedy's rush,graminoid,1,1,1,30,Juncus_tweedyi,missing,No BIEN range returned
p2veg:PEHE7,nrcs_plants_symbol,PEHE7,Peperomia hesperomannii,singlenerve peperomia,forb,1,1,1,30,Peperomia_hesperomannii,missing,No BIEN range returned
p2veg:LULAL3,nrcs_plants_symbol,LULAL3,Lupinus latifolius ssp. latifolius,broadleaf lupine,forb,2,3,5,29.859656,Lupinus_latifolius_ssp._latifolius,missing,No BIEN range returned
p2veg:OXLAB,nrcs_plants_symbol,OXLAB,Oxytropis lambertii var. bigelovii,purple locoweed,forb,1,2,2,29.54481,Oxytropis_lambertii_var._bigelovii,missing,No BIEN range returned
p2veg:RIAUA,nrcs_plants_symbol,RIAUA,Ribes aureum var. aureum,golden currant,shrub,2,4,5,29.228966,Ribes_aureum_var._aureum,missing,No BIEN range returned
p2veg:PEPUP,nrcs_plants_symbol,PEPUP,Petradoria pumila ssp. pumila,rock goldenrod,forb,1,3,4,29,Petradoria_pumila_ssp._pumila,missing,No BIEN range returned
p2veg:SAHUT,nrcs_plants_symbol,SAHUT,Salix humilis var. tristis,prairie willow,shrub,1,1,1,29,Salix_humilis_var._tristis,missing,No BIEN range returned
p2veg:TALA2,nrcs_plants_symbol,TALA2,Taraxacum laevigatum,rock dandelion,forb,3,3,3,29,Taraxacum_laevigatum,missing,No BIEN range returned
p2veg:TRPE21,nrcs_plants_symbol,TRPE21,Tripleurospermum perforatum,scentless false mayweed,forb,2,2,2,29,Tripleurospermum_perforatum,missing,No BIEN range returned
p2veg:NEWIW,nrcs_plants_symbol,NEWIW,Neonotonia wightii var. wightii,Wight's neonotonia,shrub,1,1,1,28.87718,Neonotonia_wightii_var._wightii,missing,No BIEN range returned
p2veg:ARCOC4,nrcs_plants_symbol,ARCOC4,Arenaria congesta var. congesta,ballhead sandwort,forb,3,6,6,28,Arenaria_congesta_var._congesta,missing,No BIEN range returned
p2veg:CAPAR3,nrcs_plants_symbol,CAPAR3,Caltha palustris var. radicans,yellow marsh marigold,forb,1,1,1,28,Caltha_palustris_var._radicans,missing,No BIEN range returned
p2veg:CAAG,nrcs_plants_symbol,CAAG,Carex agrostoides,grassleaf sedge,graminoid,1,1,1,28,Carex_agrostoides,missing,No BIEN range returned
p2veg:CACR13,nrcs_plants_symbol,CACR13,Castilleja crista-galli,mountainside Indian paintbrush,forb,1,3,3,28,Castilleja_crista-galli,missing,No BIEN range returned
p2veg:CHMA15,nrcs_plants_symbol,CHMA15,Chamaesyce maculata,spotted sandmat,forb,2,2,2,28,Chamaesyce_maculata,missing,No BIEN range returned
p2veg:EPPY4,nrcs_plants_symbol,EPPY4,Epilobium pygmaeum,smooth spike-primrose,forb,1,1,1,28,Epilobium_pygmaeum,missing,No BIEN range returned
p2veg:ERLE3,nrcs_plants_symbol,ERLE3,Eragrostis leptophylla,mountain lovegrass,graminoid,1,1,1,28,Eragrostis_leptophylla,missing,No BIEN range returned
p2veg:ERCIC,nrcs_plants_symbol,ERCIC,Erodium cicutarium ssp. cicutarium,redstem stork's bill,forb,1,3,3,28,Erodium_cicutarium_ssp._cicutarium,missing,No BIEN range returned
p2veg:HEMA22,nrcs_plants_symbol,HEMA22,Hesperocyparis macrocarpa,,p2veg_tree_layer,1,1,1,28,Hesperocyparis_macrocarpa,missing,No BIEN range returned
p2veg:POPUP3,nrcs_plants_symbol,POPUP3,Polemonium pulcherrimum ssp. pulcherrimum,Jacob's-ladder,forb,2,4,4,28,Polemonium_pulcherrimum_ssp._pulcherrimum,missing,No BIEN range returned
fia_spcd:7583,fia_spcd,7583,Litchi chinensis,Lychee,tree,1,1,1,27.995557374679,Litchi_chinensis,missing,No BIEN range returned
p2veg:QUPA8,nrcs_plants_symbol,QUPA8,Quercus parvula,coast oak,shrub,1,1,2,27.68252,Quercus_parvula,missing,No BIEN range returned
p2veg:RUPAV,nrcs_plants_symbol,RUPAV,Rubus parviflorus var. velutinus,thimbleberry,shrub,1,2,3,27.567301,Rubus_parviflorus_var._velutinus,missing,No BIEN range returned
p2veg:BOEL3,nrcs_plants_symbol,BOEL3,Bobea elatior,'ahakea lau nui,p2veg_tree_layer,1,3,3,27,Bobea_elatior,missing,No BIEN range returned
p2veg:CABU2,nrcs_plants_symbol,CABU2,Capsella bursa-pastoris,shepherd's purse,forb,3,4,4,27,Capsella_bursa-pastoris,missing,No BIEN range returned
p2veg:LEPAB,nrcs_plants_symbol,LEPAB,Leptochloa panicea ssp. brachiata,mucronate sprangeltop,graminoid,1,3,3,27,Leptochloa_panicea_ssp._brachiata,missing,No BIEN range returned
p2veg:PEFRS2,nrcs_plants_symbol,PEFRS2,Penstemon fruticosus var. serratus,sawleaf bush penstemon,forb;shrub,3,5,5,27,Penstemon_fruticosus_var._serratus,missing,No BIEN range returned
p2veg:PENEN,nrcs_plants_symbol,PENEN,Penstemon newberryi ssp. newberryi,mountain pride,forb;shrub,1,3,3,27,Penstemon_newberryi_ssp._newberryi,missing,No BIEN range returned
p2veg:RIAUG,nrcs_plants_symbol,RIAUG,Ribes aureum var. gracillimum,golden currant,shrub,1,1,1,27,Ribes_aureum_var._gracillimum,missing,No BIEN range returned
p2veg:DOPUP2,nrcs_plants_symbol,DOPUP2,Dodecatheon pulchellum ssp. pulchellum,darkthroat shootingstar,forb,2,4,4,26.470122,Dodecatheon_pulchellum_ssp._pulchellum,missing,No BIEN range returned
p2veg:ERSUC,nrcs_plants_symbol,ERSUC,Erigeron subtrinervis var. conspicuus,threenerve fleabane,forb,1,1,1,26,Erigeron_subtrinervis_var._conspicuus,missing,No BIEN range returned
p2veg:LUSE,nrcs_plants_symbol,LUSE,Luina serpentina,creeping silverback,forb,1,2,2,26,Luina_serpentina,missing,No BIEN range returned
p2veg:LUSES4,nrcs_plants_symbol,LUSES4,Lupinus sericeus ssp. sericeus var. sericeus,silky lupine,forb,3,3,3,26,Lupinus_sericeus_ssp._sericeus_var._sericeus,missing,No BIEN range returned
p2veg:PONIP,nrcs_plants_symbol,PONIP,Potentilla nivea var. pentaphylla,fiveleaf cinquefoil,forb;shrub,2,2,2,26,Potentilla_nivea_var._pentaphylla,missing,No BIEN range returned
p2veg:URDIH,nrcs_plants_symbol,URDIH,Urtica dioica ssp. holosericea,stinging nettle,forb,3,3,3,26,Urtica_dioica_ssp._holosericea,missing,No BIEN range returned
p2veg:WIMO,nrcs_plants_symbol,WIMO,Wikstroemia monticola,montane false ohelo,p2veg_tree_layer;shrub,1,3,3,26,Wikstroemia_monticola,missing,No BIEN range returned
p2veg:MIFR2,nrcs_plants_symbol,MIFR2,Mimulus fremontii,Fremont's monkeyflower,forb,1,2,3,25.814164,Mimulus_fremontii,missing,No BIEN range returned
p2veg:CIMA5,nrcs_plants_symbol,CIMA5,Citrus maxima,shaddock,p2veg_tree_layer,1,1,1,25.80066,Citrus_maxima,missing,No BIEN range returned
p2veg:CYACA2,nrcs_plants_symbol,CYACA2,Cylindropuntia acanthocarpa var. acanthocarpa,buckhorn cholla,shrub,2,3,4,25.637851,Cylindropuntia_acanthocarpa_var._acanthocarpa,missing,No BIEN range returned
p2veg:SYCAC,nrcs_plants_symbol,SYCAC,Symphyotrichum campestre var. campestre,western meadow aster,forb,1,3,4,25.355998,Symphyotrichum_campestre_var._campestre,missing,No BIEN range returned
p2veg:AMHU2,nrcs_plants_symbol,AMHU2,Amelanchier humilis,low serviceberry,shrub,1,1,1,25,Amelanchier_humilis,missing,No BIEN range returned
p2veg:ARLO5,nrcs_plants_symbol,ARLO5,Arnica lonchophylla,longleaf arnica,forb,1,2,2,25,Arnica_lonchophylla,missing,No BIEN range returned
p2veg:ARLUI2,nrcs_plants_symbol,ARLUI2,Artemisia ludoviciana ssp. incompta,white sagebrush,forb;shrub,2,3,3,25,Artemisia_ludoviciana_ssp._incompta,missing,No BIEN range returned
p2veg:BRTE2,nrcs_plants_symbol,BRTE2,Bromus texensis,Texas brome,graminoid,1,1,1,25,Bromus_texensis,missing,No BIEN range returned
p2veg:CIALA,nrcs_plants_symbol,CIALA,Circaea alpina ssp. alpina,small enchanter's nightshade,forb,2,4,4,25,Circaea_alpina_ssp._alpina,missing,No BIEN range returned
p2veg:EQHYA,nrcs_plants_symbol,EQHYA,Equisetum hyemale var. affine,scouringrush horsetail,forb,1,1,1,25,Equisetum_hyemale_var._affine,missing,No BIEN range returned
p2veg:FRCHC,nrcs_plants_symbol,FRCHC,Fragaria chiloensis ssp. chiloensis,beach strawberry,forb,1,1,1,25,Fragaria_chiloensis_ssp._chiloensis,missing,No BIEN range returned
p2veg:LULU4,nrcs_plants_symbol,LULU4,Lupinus lutescens,light yellow lupine,forb,1,1,1,25,Lupinus_lutescens,missing,No BIEN range returned
p2veg:PAVA2,nrcs_plants_symbol,PAVA2,Pappophorum vaginatum,whiplash pappusgrass,graminoid,1,1,1,25,Pappophorum_vaginatum,missing,No BIEN range returned
p2veg:PEAZA2,nrcs_plants_symbol,PEAZA2,Penstemon azureus ssp. azureus,azure penstemon,forb,1,1,1,25,Penstemon_azureus_ssp._azureus,missing,No BIEN range returned
p2veg:POVI3,nrcs_plants_symbol,POVI3,Polygonum viviparum,alpine bistort,forb,3,3,3,25,Polygonum_viviparum,missing,No BIEN range returned
p2veg:SAFR4,nrcs_plants_symbol,SAFR4,Santalum freycinetianum,forest sandalwood,p2veg_tree_layer,1,1,1,25,Santalum_freycinetianum,missing,No BIEN range returned
p2veg:SESEA,nrcs_plants_symbol,SESEA,Senecio serra var. admirabilis,tall ragwort,forb,2,2,2,25,Senecio_serra_var._admirabilis,missing,No BIEN range returned
p2veg:STRIR3,nrcs_plants_symbol,STRIR3,Stachys rigida var. rigida,rough hedgenettle,forb,1,1,1,25,Stachys_rigida_var._rigida,missing,No BIEN range returned
p2veg:SEINE,nrcs_plants_symbol,SEINE,Senecio integerrimus var. exaltatus,Columbia ragwort,forb,3,5,6,24.933545,Senecio_integerrimus_var._exaltatus,missing,No BIEN range returned
p2veg:BOCUC,nrcs_plants_symbol,BOCUC,Bouteloua curtipendula var. caespitosa,sideoats grama,graminoid,1,1,1,24,Bouteloua_curtipendula_var._caespitosa,missing,No BIEN range returned
p2veg:CASCB,nrcs_plants_symbol,CASCB,Carex scopulorum var. bracteosa,mountain sedge,graminoid,1,1,1,24,Carex_scopulorum_var._bracteosa,missing,No BIEN range returned
p2veg:CHTR,nrcs_plants_symbol,CHTR,Chloris truncata,Australian fingergrass,p2veg_tree_layer,1,1,1,24,Chloris_truncata,missing,No BIEN range returned
p2veg:CICE,nrcs_plants_symbol,CICE,Cirsium centaureae,fringed thistle,forb,1,1,1,24,Cirsium_centaureae,missing,No BIEN range returned
p2veg:COUMP,nrcs_plants_symbol,COUMP,Comandra umbellata ssp. pallida,pale bastard toadflax,forb,3,5,5,24,Comandra_umbellata_ssp._pallida,missing,No BIEN range returned
p2veg:EPNE2,nrcs_plants_symbol,EPNE2,Epilobium nevadense,Nevada willowherb,forb;shrub,2,3,3,24,Epilobium_nevadense,missing,No BIEN range returned
p2veg:EROVE,nrcs_plants_symbol,EROVE,Eriogonum ovalifolium var. eximium,brownmargin buckwheat,forb,1,1,1,24,Eriogonum_ovalifolium_var._eximium,missing,No BIEN range returned
p2veg:ERPU6,nrcs_plants_symbol,ERPU6,Eriogonum pusillum,yellowturbans,forb,1,1,1,24,Eriogonum_pusillum,missing,No BIEN range returned
p2veg:EVPR,nrcs_plants_symbol,EVPR,Evax prolifera,bighead pygmycudweed,forb,1,1,1,24,Evax_prolifera,missing,No BIEN range returned
p2veg:LIBO4,nrcs_plants_symbol,LIBO4,Listera borealis,northern twayblade,forb,2,5,5,24,Listera_borealis,missing,No BIEN range returned
p2veg:PHDID2,nrcs_plants_symbol,PHDID2,Phlox diffusa ssp. diffusa,spreading phlox,forb,2,2,2,24,Phlox_diffusa_ssp._diffusa,missing,No BIEN range returned
p2veg:PIEX4,nrcs_plants_symbol,PIEX4,Piptatheropsis exigua,little ricegrass,graminoid,3,5,5,24,Piptatheropsis_exigua,missing,No BIEN range returned
p2veg:PODRB2,nrcs_plants_symbol,PODRB2,Potentilla drummondii ssp. breweri,Drummond's cinquefoil,forb,2,3,4,24,Potentilla_drummondii_ssp._breweri,missing,No BIEN range returned
p2veg:TRPLP,nrcs_plants_symbol,TRPLP,Trifolium plumosum ssp. plumosum,plumed clover,forb,1,1,1,24,Trifolium_plumosum_ssp._plumosum,missing,No BIEN range returned
p2veg:XYHA,nrcs_plants_symbol,XYHA,Xylosma hawaiiensis,Hawai'i brushholly,p2veg_tree_layer,1,3,3,24,Xylosma_hawaiiensis,missing,No BIEN range returned
p2veg:CRVU2,nrcs_plants_symbol,CRVU2,Crupina vulgaris,common crupina,forb,2,2,3,23.913596,Crupina_vulgaris,missing,No BIEN range returned
p2veg:POGRF,nrcs_plants_symbol,POGRF,Potentilla gracilis var. flabelliformis,slender cinquefoil,forb,2,2,2,23.36172,Potentilla_gracilis_var._flabelliformis,missing,No BIEN range returned
p2veg:ALPO3,nrcs_plants_symbol,ALPO3,Alphitonia ponderosa,Hawai'i kauilatree,p2veg_tree_layer,1,1,1,23,Alphitonia_ponderosa,missing,No BIEN range returned
p2veg:AMCAC,nrcs_plants_symbol,AMCAC,Amorpha californica var. californica,California false indigo,shrub,1,3,3,23,Amorpha_californica_var._californica,missing,No BIEN range returned
p2veg:ASHI3,nrcs_plants_symbol,ASHI3,Aspicarpa hirtella,chaparral asphead,shrub,1,2,2,23,Aspicarpa_hirtella,missing,No BIEN range returned
p2veg:ASIN11,nrcs_plants_symbol,ASIN11,Asplenium insiticium,royal spleenwort,forb,1,1,1,23,Asplenium_insiticium,missing,No BIEN range returned
p2veg:CEJE,nrcs_plants_symbol,CEJE,Ceanothus jepsonii,Jepson ceanothus,shrub,1,3,4,23,Ceanothus_jepsonii,missing,No BIEN range returned
p2veg:CUSA2,nrcs_plants_symbol,CUSA2,Cuscuta sandwichiana,kauna'oa,forb,1,1,1,23,Cuscuta_sandwichiana,missing,No BIEN range returned
p2veg:MIGRH,nrcs_plants_symbol,MIGRH,Microsteris gracilis var. humilior,slender phlox,forb,1,1,1,23,Microsteris_gracilis_var._humilior,missing,No BIEN range returned
p2veg:MOGL,nrcs_plants_symbol,MOGL,Monardella glauca,pale monardella,forb,1,4,4,23,Monardella_glauca,missing,No BIEN range returned
p2veg:PIBR3,nrcs_plants_symbol,PIBR3,Pisonia brunoniana,Australasian catchbirdtree,p2veg_tree_layer,1,4,4,23,Pisonia_brunoniana,missing,No BIEN range returned
p2veg:POPUP4,nrcs_plants_symbol,POPUP4,Polygonum punctatum var. punctatum,dotted smartweed,forb,1,1,1,23,Polygonum_punctatum_var._punctatum,missing,No BIEN range returned
p2veg:PYASA,nrcs_plants_symbol,PYASA,Pyrola asarifolia ssp. asarifolia,liverleaf wintergreen,forb,2,3,3,23,Pyrola_asarifolia_ssp._asarifolia,missing,No BIEN range returned
p2veg:REAR,nrcs_plants_symbol,REAR,Reverchonia arenaria,sand reverchonia,forb,1,1,1,23,Reverchonia_arenaria,missing,No BIEN range returned
p2veg:RIVEV,nrcs_plants_symbol,RIVEV,Ribes velutinum var. velutinum,desert gooseberry,shrub,1,1,1,23,Ribes_velutinum_var._velutinum,missing,No BIEN range returned
p2veg:SAAM3,nrcs_plants_symbol,SAAM3,Saussurea americana,American saw-wort,forb,2,2,2,23,Saussurea_americana,missing,No BIEN range returned
p2veg:SEORT,nrcs_plants_symbol,SEORT,Sedum oreganum ssp. tenue,Oregon stonecrop,forb,2,2,2,23,Sedum_oreganum_ssp._tenue,missing,No BIEN range returned
p2veg:SEINO,nrcs_plants_symbol,SEINO,Senecio integerrimus var. ochroleucus,paleyellow ragwort,forb,1,2,3,23,Senecio_integerrimus_var._ochroleucus,missing,No BIEN range returned
p2veg:SYSUS,nrcs_plants_symbol,SYSUS,Symphyotrichum subspicatum var. subspicatum,Douglas aster,forb,1,3,3,23,Symphyotrichum_subspicatum_var._subspicatum,missing,No BIEN range returned
p2veg:YUMA4,nrcs_plants_symbol,YUMA4,Yucca madrensis,yucca,shrub,1,4,4,23,Yucca_madrensis,missing,No BIEN range returned
p2veg:ARGLG4,nrcs_plants_symbol,ARGLG4,Arctostaphylos glandulosa ssp. glaucomollis,Eastwood's manzanita,shrub,1,1,3,22.793626,Arctostaphylos_glandulosa_ssp._glaucomollis,missing,No BIEN range returned
p2veg:CHOB2,nrcs_plants_symbol,CHOB2,Charpentiera obovata,broadleaf papala,p2veg_tree_layer,1,1,1,22.352905,Charpentiera_obovata,missing,No BIEN range returned
p2veg:ZIVEG,nrcs_plants_symbol,ZIVEG,Zigadenus venenosus var. gramineus,grassy deathcamas,forb,1,4,5,22.197311,Zigadenus_venenosus_var._gramineus,missing,No BIEN range returned
p2veg:ARPU,nrcs_plants_symbol,ARPU,Arabis puberula,silver rockcress,forb,1,1,1,22,Arabis_puberula,missing,No BIEN range returned
p2veg:ARMU,nrcs_plants_symbol,ARMU,Argemone munita,flatbud pricklypoppy,forb,2,3,3,22,Argemone_munita,missing,No BIEN range returned
