species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,n_states,n_plot_visits,n_conditions,abundance_total,bien_query_name,range_lookup_status,range_review_reason
p2veg:ASCUC2,nrcs_plants_symbol,ASCUC2,Astragalus cusickii var. cusickii,Cusick's milkvetch,forb,1,5,5,22,Astragalus_cusickii_var._cusickii,missing,No BIEN range returned
p2veg:ERWRW,nrcs_plants_symbol,ERWRW,Eriogonum wrightii var. wrightii,bastardsage,forb;shrub,3,5,5,22,Eriogonum_wrightii_var._wrightii,missing,No BIEN range returned
p2veg:ERLAA,nrcs_plants_symbol,ERLAA,Eriophyllum lanatum var. achillaeoides,common woolly sunflower,forb,2,3,3,22,Eriophyllum_lanatum_var._achillaeoides,missing,No BIEN range returned
p2veg:HOFUC2,nrcs_plants_symbol,HOFUC2,Horkelia fusca ssp. capitata,bighead horkelia,forb,1,1,1,22,Horkelia_fusca_ssp._capitata,missing,No BIEN range returned
p2veg:PHCA18,nrcs_plants_symbol,PHCA18,Philadelphus californicus,California mock orange,shrub,1,1,1,22,Philadelphus_californicus,missing,No BIEN range returned
p2veg:PODID,nrcs_plants_symbol,PODID,Potentilla diversifolia var. diversifolia,varileaf cinquefoil,forb,2,2,2,22,Potentilla_diversifolia_var._diversifolia,missing,No BIEN range returned
p2veg:RICEP,nrcs_plants_symbol,RICEP,Ribes cereum var. pedicellare,whisky currant,shrub,2,3,3,22,Ribes_cereum_var._pedicellare,missing,No BIEN range returned
p2veg:SAEL2,nrcs_plants_symbol,SAEL2,Santalum ellipticum,coastal sandalwood,p2veg_tree_layer,1,1,1,22,Santalum_ellipticum,missing,No BIEN range returned
p2veg:SIMEM,nrcs_plants_symbol,SIMEM,Silene menziesii ssp. menziesii,Menzies' campion,forb,2,4,4,22,Silene_menziesii_ssp._menziesii,missing,No BIEN range returned
fia_spcd:7738,fia_spcd,7738,Melicope oahuensis,Oahu melicope,tree,1,1,1,21.8479175685058,Melicope_oahuensis,missing,No BIEN range returned
p2veg:HASQS2,nrcs_plants_symbol,HASQS2,Hazardia squarrosa var. squarrosa,sawtooth goldenbush,shrub,1,4,4,21.689752,Hazardia_squarrosa_var._squarrosa,missing,No BIEN range returned
p2veg:ANMA3,nrcs_plants_symbol,ANMA3,Antirrhinum majus,garden snapdragon,forb,2,5,8,21.446184,Antirrhinum_majus,missing,No BIEN range returned
p2veg:PRILL,nrcs_plants_symbol,PRILL,Prunus ilicifolia ssp. lyonii,hollyleaf cherry,shrub,1,2,2,21.431395,Prunus_ilicifolia_ssp._lyonii,missing,No BIEN range returned
p2veg:MAMA8,nrcs_plants_symbol,MAMA8,Marah macrocarpus,Cucamonga manroot,forb;shrub,1,5,5,21.374365,Marah_macrocarpus,missing,No BIEN range returned
p2veg:LEBI8,nrcs_plants_symbol,LEBI8,Leptosiphon bicolor,true babystars,forb,3,5,7,21.339294,Leptosiphon_bicolor,missing,No BIEN range returned
p2veg:ACGLT2,nrcs_plants_symbol,ACGLT2,Acer glabrum var. torreyi,Torrey maple,shrub,2,2,2,21,Acer_glabrum_var._torreyi,missing,No BIEN range returned
p2veg:CYPO,nrcs_plants_symbol,CYPO,Cyperus polystachyos,manyspike flatsedge,graminoid,1,1,1,21,Cyperus_polystachyos,missing,No BIEN range returned
p2veg:ELTR2,nrcs_plants_symbol,ELTR2,Eleusine tristachya,threespike goosegrass,graminoid,1,1,1,21,Eleusine_tristachya,missing,No BIEN range returned
p2veg:LEAUA3,nrcs_plants_symbol,LEAUA3,Leptosiphon aureus ssp. aureus,golden linanthus,forb,1,1,1,21,Leptosiphon_aureus_ssp._aureus,missing,No BIEN range returned
p2veg:LEMOV,nrcs_plants_symbol,LEMOV,Leymus mollis ssp. villosissimus,American dunegrass,graminoid,1,1,1,21,Leymus_mollis_ssp._villosissimus,missing,No BIEN range returned
p2veg:PICO4,nrcs_plants_symbol,PICO4,Pittosporum confertiflorum,ho'awa,p2veg_tree_layer,1,2,2,21,Pittosporum_confertiflorum,missing,No BIEN range returned
p2veg:SAAPA,nrcs_plants_symbol,SAAPA,Salvia apiana var. apiana,white sage,shrub,1,1,1,21,Salvia_apiana_var._apiana,missing,No BIEN range returned
p2veg:STAMA2,nrcs_plants_symbol,STAMA2,Streptopus amplexifolius var. amplexifolius,claspleaf twistedstalk,forb,2,2,2,21,Streptopus_amplexifolius_var._amplexifolius,missing,No BIEN range returned
p2veg:ARAL,nrcs_plants_symbol,ARAL,Archontophoenix alexandrae,Alexandra palm,p2veg_tree_layer,1,4,4,20.5556,Archontophoenix_alexandrae,missing,No BIEN range returned
p2veg:DILO6,nrcs_plants_symbol,DILO6,Diplacus longiflorus,southern bush monkeyflower,shrub,1,3,3,20.382465,Diplacus_longiflorus,missing,No BIEN range returned
p2veg:ARSU,nrcs_plants_symbol,ARSU,Arabis subpinnatifida,Klamath rockcress,forb,1,1,1,20,Arabis_subpinnatifida,missing,No BIEN range returned
p2veg:CEMO,nrcs_plants_symbol,CEMO,Centaurea montana,perennial cornflower,forb,1,2,2,20,Centaurea_montana,missing,No BIEN range returned
p2veg:CHDOA2,nrcs_plants_symbol,CHDOA2,Chaenactis douglasii var. alpina,alpine dustymaiden,forb,2,2,2,20,Chaenactis_douglasii_var._alpina,missing,No BIEN range returned
p2veg:DIOLS,nrcs_plants_symbol,DIOLS,Dichanthelium oligosanthes var. scribnerianum,Scribner's rosette grass,graminoid,2,3,3,20,Dichanthelium_oligosanthes_var._scribnerianum,missing,No BIEN range returned
p2veg:DRFU,nrcs_plants_symbol,DRFU,Dryopteris fuscoatra,crowned woodfern,forb,1,1,1,20,Dryopteris_fuscoatra,missing,No BIEN range returned
p2veg:ELAE,nrcs_plants_symbol,ELAE,Elaphoglossum aemulum,creeping tonguefern,forb,1,2,2,20,Elaphoglossum_aemulum,missing,No BIEN range returned
p2veg:MAPIP4,nrcs_plants_symbol,MAPIP4,Machaeranthera pinnatifida ssp. pinnatifida var. pinnatifida,lacy tansyaster,forb,1,1,1,20,Machaeranthera_pinnatifida_ssp._pinnatifida_var._pinnatifida,missing,No BIEN range returned
p2veg:OXAL,nrcs_plants_symbol,OXAL,Oxalis albicans,radishroot woodsorrel,forb,1,1,1,20,Oxalis_albicans,missing,No BIEN range returned
p2veg:PHHEO,nrcs_plants_symbol,PHHEO,Philodendron hederaceum var. oxycardium,heartleaf philodendron,shrub,1,1,1,20,Philodendron_hederaceum_var._oxycardium,missing,No BIEN range returned
p2veg:RUGL,nrcs_plants_symbol,RUGL,Rubus glaucifolius,San Diego raspberry,shrub,1,2,2,20,Rubus_glaucifolius,missing,No BIEN range returned
p2veg:SIFA,nrcs_plants_symbol,SIFA,Sida fallax,yellow ‘ilima,shrub,1,1,1,20,Sida_fallax,missing,No BIEN range returned
p2veg:VUMIP,nrcs_plants_symbol,VUMIP,Vulpia microstachys var. pauciflora,Pacific fescue,graminoid,1,1,1,20,Vulpia_microstachys_var._pauciflora,missing,No BIEN range returned
p2veg:WIPH2,nrcs_plants_symbol,WIPH2,Wikstroemia phillyreifolia,Hawai'i false ohelo,p2veg_tree_layer,1,4,4,20,Wikstroemia_phillyreifolia,missing,No BIEN range returned
p2veg:YUGLG2,nrcs_plants_symbol,YUGLG2,Yucca glauca var. glauca,soapweed yucca,shrub,2,3,3,20,Yucca_glauca_var._glauca,missing,No BIEN range returned
p2veg:GEROP,nrcs_plants_symbol,GEROP,Geranium robertianum ssp. purpureum,Robert geranium,forb,1,2,2,19.873968,Geranium_robertianum_ssp._purpureum,missing,No BIEN range returned
p2veg:ZIELE,nrcs_plants_symbol,ZIELE,Zigadenus elegans ssp. elegans,mountain deathcamas,forb,2,2,3,19.86903,Zigadenus_elegans_ssp._elegans,missing,No BIEN range returned
fia_spcd:7047,fia_spcd,7047,Eucalyptus pilularis,blackbutt,tree,1,1,1,19.2303293435068,Eucalyptus_pilularis,missing,No BIEN range returned
p2veg:ANST2,nrcs_plants_symbol,ANST2,Antennaria stenophylla,narrowleaf pussytoes,forb,3,5,5,19,Antennaria_stenophylla,missing,No BIEN range returned
p2veg:ARLE,nrcs_plants_symbol,ARLE,Arabis lemmonii,Lemmon's rockcress,forb,1,1,1,19,Arabis_lemmonii,missing,No BIEN range returned
p2veg:CEFOF3,nrcs_plants_symbol,CEFOF3,Ceanothus foliosus var. foliosus,wavyleaf ceanothus,shrub,1,1,1,19,Ceanothus_foliosus_var._foliosus,missing,No BIEN range returned
p2veg:DIPUP2,nrcs_plants_symbol,DIPUP2,Digitalis purpurea ssp. purpurea,purple foxglove,forb,1,1,1,19,Digitalis_purpurea_ssp._purpurea,missing,No BIEN range returned
p2veg:ELGLJ2,nrcs_plants_symbol,ELGLJ2,Elymus glaucus ssp. jepsonii,Jepson's blue wildrye,graminoid,2,2,2,19,Elymus_glaucus_ssp._jepsonii,missing,No BIEN range returned
p2veg:ERCO28,nrcs_plants_symbol,ERCO28,Erigeron colomexicanus,running fleabane,forb,1,1,1,19,Erigeron_colomexicanus,missing,No BIEN range returned
p2veg:FRVIG2,nrcs_plants_symbol,FRVIG2,Fragaria virginiana ssp. glauca,Virginia strawberry,forb,3,4,4,19,Fragaria_virginiana_ssp._glauca,missing,No BIEN range returned
p2veg:LUBIS,nrcs_plants_symbol,LUBIS,Lupinus bingenensis var. subsaccatus,Bingen lupine,forb,1,2,2,19,Lupinus_bingenensis_var._subsaccatus,missing,No BIEN range returned
p2veg:MUGL2,nrcs_plants_symbol,MUGL2,Muhlenbergia glauca,desert muhly,graminoid,1,3,3,19,Muhlenbergia_glauca,missing,No BIEN range returned
p2veg:MYLA3,nrcs_plants_symbol,MYLA3,Myrsine lanaiensis,Lanai colicwood,p2veg_tree_layer,1,2,2,19,Myrsine_lanaiensis,missing,No BIEN range returned
p2veg:PSCAT,nrcs_plants_symbol,PSCAT,Pseudognaphalium canescens ssp. thermale,Wright's cudweed,forb,3,4,4,19,Pseudognaphalium_canescens_ssp._thermale,missing,No BIEN range returned
p2veg:RHINI,nrcs_plants_symbol,RHINI,Rhodiola integrifolia ssp. integrifolia,ledge stonecrop,forb,2,3,3,19,Rhodiola_integrifolia_ssp._integrifolia,missing,No BIEN range returned
p2veg:SCSCS5,nrcs_plants_symbol,SCSCS5,Scabrethia scabra ssp. scabra,badlands mule-ears,forb,2,2,2,19,Scabrethia_scabra_ssp._scabra,missing,No BIEN range returned
p2veg:GETRC3,nrcs_plants_symbol,GETRC3,Geum triflorum var. canescens,old man's whiskers,forb,1,4,5,18.78932,Geum_triflorum_var._canescens,missing,No BIEN range returned
p2veg:PYCA80,nrcs_plants_symbol,PYCA80,Pyrus calleryana,Callery pear,p2veg_tree_layer,1,1,1,18.181726,Pyrus_calleryana,missing,No BIEN range returned
p2veg:ACMIM2,nrcs_plants_symbol,ACMIM2,Achillea millefolium var. millefolium,common yarrow,forb,2,3,3,18,Achillea_millefolium_var._millefolium,missing,No BIEN range returned
p2veg:ALBIP,nrcs_plants_symbol,ALBIP,Allium bisceptrum var. palmeri,aspen onion,forb,1,1,1,18,Allium_bisceptrum_var._palmeri,missing,No BIEN range returned
p2veg:COUMC,nrcs_plants_symbol,COUMC,Comandra umbellata ssp. californica,California bastard toadflax,forb,1,3,3,18,Comandra_umbellata_ssp._californica,missing,No BIEN range returned
p2veg:ELELC2,nrcs_plants_symbol,ELELC2,Elymus elymoides ssp. californicus,squirreltail,graminoid,1,2,2,18,Elymus_elymoides_ssp._californicus,missing,No BIEN range returned
p2veg:ERNAL,nrcs_plants_symbol,ERNAL,Ericameria nauseosa ssp. consimilis var. leiosperma,rubber rabbitbrush,shrub,3,3,3,18,Ericameria_nauseosa_ssp._consimilis_var._leiosperma,missing,No BIEN range returned
p2veg:ERACP2,nrcs_plants_symbol,ERACP2,Erigeron acris ssp. politus,bitter fleabane,forb,2,3,3,18,Erigeron_acris_ssp._politus,missing,No BIEN range returned
p2veg:EUPI,nrcs_plants_symbol,EUPI,Eucalyptus pilularis,blackbutt,p2veg_tree_layer,1,1,1,18,Eucalyptus_pilularis,missing,No BIEN range returned
p2veg:EUOCO,nrcs_plants_symbol,EUOCO,Euonymus occidentalis var. occidentalis,western burning bush,shrub,1,2,2,18,Euonymus_occidentalis_var._occidentalis,missing,No BIEN range returned
p2veg:HECE,nrcs_plants_symbol,HECE,Hedyotis centranthoides,forest starviolet,shrub,1,1,1,18,Hedyotis_centranthoides,missing,No BIEN range returned
p2veg:ISBY,nrcs_plants_symbol,ISBY,Ischaemum byrone,Hilo murainagrass,graminoid,1,1,1,18,Ischaemum_byrone,missing,No BIEN range returned
p2veg:JUOC2,nrcs_plants_symbol,JUOC2,Juncus occidentalis,western rush,graminoid,1,1,1,18,Juncus_occidentalis,missing,No BIEN range returned
p2veg:LIPAP3,nrcs_plants_symbol,LIPAP3,Lithophragma parviflorum var. parviflorum,smallflower woodland-star,forb,1,2,2,18,Lithophragma_parviflorum_var._parviflorum,missing,No BIEN range returned
p2veg:MAMI9,nrcs_plants_symbol,MAMI9,Mariosousa millefolia,milfoil wattle,shrub,2,2,2,18,Mariosousa_millefolia,missing,No BIEN range returned
p2veg:MEPAP,nrcs_plants_symbol,MEPAP,Mertensia paniculata var. paniculata,tall bluebells,forb,1,1,1,18,Mertensia_paniculata_var._paniculata,missing,No BIEN range returned
p2veg:MISTS2,nrcs_plants_symbol,MISTS2,Mitella stauropetala var. stauropetala,smallflower miterwort,forb,2,3,3,18,Mitella_stauropetala_var._stauropetala,missing,No BIEN range returned
p2veg:OPCY,nrcs_plants_symbol,OPCY,Opuntia cymochila,grassland pricklypear,shrub,2,2,2,18,Opuntia_cymochila,missing,No BIEN range returned
p2veg:PEFRS5,nrcs_plants_symbol,PEFRS5,Petasites frigidus var. sagittatus,arrowleaf sweet coltsfoot,forb,2,3,3,18,Petasites_frigidus_var._sagittatus,missing,No BIEN range returned
p2veg:POCUP3,nrcs_plants_symbol,POCUP3,Poa cusickii ssp. pallida,Cusick's bluegrass,graminoid,1,1,1,18,Poa_cusickii_ssp._pallida,missing,No BIEN range returned
p2veg:TRIXS,nrcs_plants_symbol,TRIXS,Triteleia ixioides ssp. scabra,prettyface,forb,1,3,3,18,Triteleia_ixioides_ssp._scabra,missing,No BIEN range returned
p2veg:VACAP,nrcs_plants_symbol,VACAP,Vauquelinia californica ssp. pauciflora,Arizona rosewood,shrub,1,2,2,18,Vauquelinia_californica_ssp._pauciflora,missing,No BIEN range returned
p2veg:AREGE,nrcs_plants_symbol,AREGE,Argentina egedii ssp. egedii,Pacific silverweed,forb,2,3,4,17.853656,Argentina_egedii_ssp._egedii,missing,No BIEN range returned
p2veg:LOPA81,nrcs_plants_symbol,LOPA81,Lotus parviflorus,smallflower bird's-foot trefoil,forb,1,1,1,17.665572,Lotus_parviflorus,missing,No BIEN range returned
p2veg:ALDO,nrcs_plants_symbol,ALDO,Allium douglasii,Douglas' onion,forb,2,3,3,17,Allium_douglasii,missing,No BIEN range returned
p2veg:CAPYM,nrcs_plants_symbol,CAPYM,Carex pyrenaica ssp. micropoda,Pyrenean sedge,graminoid,1,2,2,17,Carex_pyrenaica_ssp._micropoda,missing,No BIEN range returned
p2veg:CARUD,nrcs_plants_symbol,CARUD,Carex rupestris var. drummondiana,Drummond's sedge,graminoid,1,1,1,17,Carex_rupestris_var._drummondiana,missing,No BIEN range returned
p2veg:CELEI,nrcs_plants_symbol,CELEI,Cercocarpus ledifolius var. intercedens,curl-leaf mountain mahogany,shrub,1,1,1,17,Cercocarpus_ledifolius_var._intercedens,missing,No BIEN range returned
p2veg:DILI4,nrcs_plants_symbol,DILI4,Diplacus linearis,chaparral bush monkeyflower,shrub,1,3,3,17,Diplacus_linearis,missing,No BIEN range returned
p2veg:LANEL,nrcs_plants_symbol,LANEL,Lathyrus nevadensis ssp. lanceolatus,Sierra pea,forb,1,1,1,17,Lathyrus_nevadensis_ssp._lanceolatus,missing,No BIEN range returned
p2veg:LOCAC3,nrcs_plants_symbol,LOCAC3,Lonicera caerulea var. cauriana,bluefly honeysuckle,shrub,1,1,1,17,Lonicera_caerulea_var._cauriana,missing,No BIEN range returned
p2veg:MAMA12,nrcs_plants_symbol,MAMA12,Machaerina mariscoides,tropical twigrush,graminoid,1,3,3,17,Machaerina_mariscoides,missing,No BIEN range returned
p2veg:MECU6,nrcs_plants_symbol,MECU6,Medinilla cummingii,,shrub,1,1,1,17,Medinilla_cummingii,missing,No BIEN range returned
p2veg:PAPA22,nrcs_plants_symbol,PAPA22,Passiflora pallida,corkystem passionflower,forb,1,2,2,17,Passiflora_pallida,missing,No BIEN range returned
p2veg:PECU,nrcs_plants_symbol,PECU,Penstemon cusickii,Cusick's beardtongue,forb,1,1,2,17,Penstemon_cusickii,missing,No BIEN range returned
p2veg:STTOO,nrcs_plants_symbol,STTOO,Streptanthus tortuosus var. orbiculatus,shieldplant,forb,1,2,2,17,Streptanthus_tortuosus_var._orbiculatus,missing,No BIEN range returned
p2veg:SYFAC,nrcs_plants_symbol,SYFAC,Symphyotrichum falcatum var. commutatum,white prairie aster,forb,2,3,3,17,Symphyotrichum_falcatum_var._commutatum,missing,No BIEN range returned
p2veg:VILOI2,nrcs_plants_symbol,VILOI2,Viola lobata ssp. integrifolia,pine violet,forb,2,2,2,17,Viola_lobata_ssp._integrifolia,missing,No BIEN range returned
p2veg:LANEN,nrcs_plants_symbol,LANEN,Lathyrus nevadensis ssp. nevadensis,Sierra pea,forb,1,2,3,16.68082,Lathyrus_nevadensis_ssp._nevadensis,missing,No BIEN range returned
p2veg:PHTA2,nrcs_plants_symbol,PHTA2,Phaius tancarvilleae,nun's-hood orchid,forb,1,4,5,16.250992,Phaius_tancarvilleae,missing,No BIEN range returned
p2veg:AGGLD,nrcs_plants_symbol,AGGLD,Agoseris glauca var. dasycephala,pale agoseris,forb,2,3,3,16,Agoseris_glauca_var._dasycephala,missing,No BIEN range returned
p2veg:ASAR3,nrcs_plants_symbol,ASAR3,Astragalus aretioides,cushion milkvetch,forb,1,1,1,16,Astragalus_aretioides,missing,No BIEN range returned
p2veg:CYACF,nrcs_plants_symbol,CYACF,Cymopterus acaulis var. fendleri,Fendler's springparsley,forb,1,1,1,16,Cymopterus_acaulis_var._fendleri,missing,No BIEN range returned
p2veg:DORE,nrcs_plants_symbol,DORE,Dodecatheon redolens,scented shootingstar,forb,1,1,1,16,Dodecatheon_redolens,missing,No BIEN range returned
p2veg:ELELH,nrcs_plants_symbol,ELELH,Elymus elymoides ssp. hordeoides,squirreltail,graminoid,2,4,4,16,Elymus_elymoides_ssp._hordeoides,missing,No BIEN range returned
p2veg:FRALA,nrcs_plants_symbol,FRALA,Frasera albicaulis var. albicaulis,whitestem frasera,forb,1,1,1,16,Frasera_albicaulis_var._albicaulis,missing,No BIEN range returned
p2veg:MEAL6,nrcs_plants_symbol,MEAL6,Mentzelia albicaulis,whitestem blazingstar,forb,3,4,4,16,Mentzelia_albicaulis,missing,No BIEN range returned
p2veg:MEHU2,nrcs_plants_symbol,MEHU2,Mertensia humilis,Rocky Mountain bluebells,forb,1,1,1,16,Mertensia_humilis,missing,No BIEN range returned
p2veg:PESA8,nrcs_plants_symbol,PESA8,Peperomia sandwicensis,singlespike peperomia,forb,1,1,1,16,Peperomia_sandwicensis,missing,No BIEN range returned
p2veg:PSLE4,nrcs_plants_symbol,PSLE4,Pseudognaphalium leucocephalum,white cudweed,forb,2,2,2,16,Pseudognaphalium_leucocephalum,missing,No BIEN range returned
p2veg:RUIDI,nrcs_plants_symbol,RUIDI,Rubus idaeus ssp. idaeus,American red raspberry,shrub,2,3,3,16,Rubus_idaeus_ssp._idaeus,missing,No BIEN range returned
p2veg:SPPL,nrcs_plants_symbol,SPPL,Spathoglottis plicata,Philippine ground orchid,forb,1,3,3,16,Spathoglottis_plicata,missing,No BIEN range returned
p2veg:VECAC,nrcs_plants_symbol,VECAC,Veratrum californicum var. caudatum,Cascade false hellebore,forb,3,3,3,16,Veratrum_californicum_var._caudatum,missing,No BIEN range returned
p2veg:ZIVEV,nrcs_plants_symbol,ZIVEV,Zigadenus venenosus var. venenosus,meadow deathcamas,forb,2,2,2,16,Zigadenus_venenosus_var._venenosus,missing,No BIEN range returned
p2veg:LULEL2,nrcs_plants_symbol,LULEL2,Lupinus leucophyllus ssp. leucophyllus var. leucophyllus,velvet lupine,forb,2,2,3,15.85087,Lupinus_leucophyllus_ssp._leucophyllus_var._leucophyllus,missing,No BIEN range returned
p2veg:ACMIB,nrcs_plants_symbol,ACMIB,Achillea millefolium var. borealis,boreal yarrow,forb,1,3,3,15,Achillea_millefolium_var._borealis,missing,No BIEN range returned
p2veg:AGFR,nrcs_plants_symbol,AGFR,Agropyron fragile,Siberian wheatgrass,graminoid,1,2,2,15,Agropyron_fragile,missing,No BIEN range returned
p2veg:AMLI3,nrcs_plants_symbol,AMLI3,Ambrosia linearis,streaked bur ragweed,shrub,1,1,1,15,Ambrosia_linearis,missing,No BIEN range returned
p2veg:AMALS,nrcs_plants_symbol,AMALS,Amelanchier alnifolia var. semiintegrifolia,Saskatoon serviceberry,shrub,1,1,1,15,Amelanchier_alnifolia_var._semiintegrifolia,missing,No BIEN range returned
p2veg:AMTET,nrcs_plants_symbol,AMTET,Amsinckia tessellata var. tessellata,bristly fiddleneck,forb,1,1,1,15,Amsinckia_tessellata_var._tessellata,missing,No BIEN range returned
p2veg:ARCAA,nrcs_plants_symbol,ARCAA,Arenaria capillaris ssp. americana,fescue sandwort,forb,1,2,2,15,Arenaria_capillaris_ssp._americana,missing,No BIEN range returned
p2veg:BOHIH,nrcs_plants_symbol,BOHIH,Bouteloua hirsuta var. hirsuta,hairy grama,graminoid,1,1,1,15,Bouteloua_hirsuta_var._hirsuta,missing,No BIEN range returned
p2veg:CEMOM,nrcs_plants_symbol,CEMOM,Cercocarpus montanus var. minutiflorus,smooth mountain mahogany,shrub,1,1,1,15,Cercocarpus_montanus_var._minutiflorus,missing,No BIEN range returned
p2veg:CHVIA4,nrcs_plants_symbol,CHVIA4,Chrysothamnus viscidiflorus ssp. axillaris,yellow rabbitbrush,shrub,1,2,2,15,Chrysothamnus_viscidiflorus_ssp._axillaris,missing,No BIEN range returned
p2veg:CLPAP,nrcs_plants_symbol,CLPAP,Claytonia parviflora ssp. parviflora,streambank springbeauty,forb,2,3,3,15,Claytonia_parviflora_ssp._parviflora,missing,No BIEN range returned
p2veg:ERSP3,nrcs_plants_symbol,ERSP3,Eriastrum sparsiflorum,Great Basin woollystar,forb,2,4,4,15,Eriastrum_sparsiflorum,missing,No BIEN range returned
p2veg:ERNAN4,nrcs_plants_symbol,ERNAN4,Ericameria nauseosa ssp. nauseosa var. nana,rubber rabbitbrush,shrub,1,2,2,15,Ericameria_nauseosa_ssp._nauseosa_var._nana,missing,No BIEN range returned
p2veg:FERUP5,nrcs_plants_symbol,FERUP5,Festuca rubra ssp. pruinosa,red fescue,graminoid,1,1,1,15,Festuca_rubra_ssp._pruinosa,missing,No BIEN range returned
p2veg:GEROT,nrcs_plants_symbol,GEROT,Geum rossii var. turbinatum,Ross' avens,forb,2,2,2,15,Geum_rossii_var._turbinatum,missing,No BIEN range returned
p2veg:HEVIM3,nrcs_plants_symbol,HEVIM3,Heterotheca villosa var. minor,hairy false goldenaster,forb,1,1,1,15,Heterotheca_villosa_var._minor,missing,No BIEN range returned
p2veg:LOTRT,nrcs_plants_symbol,LOTRT,Lomatium triternatum var. triternatum,nineleaf biscuitroot,forb,2,4,4,15,Lomatium_triternatum_var._triternatum,missing,No BIEN range returned
p2veg:MUAP,nrcs_plants_symbol,MUAP,Muhlenbergia appressa,Devils Canyon muhly,graminoid,1,1,1,15,Muhlenbergia_appressa,missing,No BIEN range returned
p2veg:NEPAA,nrcs_plants_symbol,NEPAA,Nemophila parviflora var. austiniae,smallflower nemophila,forb,1,1,1,15,Nemophila_parviflora_var._austiniae,missing,No BIEN range returned
p2veg:OESU3,nrcs_plants_symbol,OESU3,Oenothera suffrutescens,scarlet beeblossom,forb,3,3,3,15,Oenothera_suffrutescens,missing,No BIEN range returned
p2veg:POPE5,nrcs_plants_symbol,POPE5,Polypodium pellucidum,dotted polypody,forb,1,1,1,15,Polypodium_pellucidum,missing,No BIEN range returned
