site_id,latitude,longitude,source
2964197010690,47.931103,-109.656639,FIA
2964800010690,47.529834,-110.620821,FIA
2964928010690,47.460875,-110.475369,FIA
2966199010690,46.04603,-106.162508,FIA
2966581010690,45.863837,-105.451431,FIA
2966113010690,46.0852,-106.115474,FIA
2966659010690,45.828689,-105.648131,FIA
2966529010690,45.876071,-105.702801,FIA
2965566010690,46.370017,-105.571293,FIA
2965429010690,46.45873,-105.04871,FIA
2966412010690,45.874083,-105.575212,FIA
2966432010690,45.92381,-105.696955,FIA
2966634010690,45.830085,-105.847712,FIA
2966556010690,45.921503,-105.775593,FIA
2968109010690,46.204969,-113.204317,FIA
2968299010690,46.17382,-113.199332,FIA
2968312010690,46.17111,-113.152585,FIA
2968323010690,46.176519,-113.054327,FIA
2968380010690,46.184066,-112.704745,FIA
2972148010690,46.940803,-109.475339,FIA
2971949010690,47.037068,-109.223814,FIA
2973330010690,46.80198,-109.099203,FIA
2973505010690,46.767261,-109.629545,FIA
2972234010690,46.932027,-109.361294,FIA
2972526010690,46.882391,-109.173803,FIA
2971811010690,47.112478,-109.212078,FIA
2970602010690,47.60125,-108.624722,FIA
2973822010690,46.855733,-109.375424,FIA
2972094010690,46.984848,-108.903354,FIA
2970798010690,47.532808,-109.160627,FIA
2973387010690,46.814969,-109.016157,FIA
2973681010690,46.757246,-109.115182,FIA
2973726010690,46.767707,-109.041471,FIA
2973877010690,46.713626,-109.446422,FIA
2970409010690,47.703618,-109.326582,FIA
2970748010690,47.523984,-109.621906,FIA
2970820010690,47.517091,-109.080151,FIA
2970676010690,47.581166,-108.986044,FIA
2971114010690,47.403106,-109.672777,FIA
2971169010690,47.381993,-109.073139,FIA
2971031010690,47.443325,-109.081511,FIA
2971264010690,47.482145,-109.143813,FIA
2971705010690,47.123418,-109.34092,FIA
2972633010690,46.88909,-108.983231,FIA
2972692010690,46.75538,-108.954183,FIA
2972280010690,46.932786,-108.960568,FIA
2973278010690,46.809781,-109.249667,FIA
2972980010690,46.834308,-109.041673,FIA
2973757010690,46.88505,-108.908562,FIA
2973412010690,46.797054,-108.969639,FIA
2973464010690,46.789721,-108.912261,FIA
3004778010690,46.434794,-113.153839,FIA
3004967010690,46.38207,-113.649862,FIA
3005207010690,46.406191,-113.282821,FIA
3005525010690,46.348999,-113.262241,FIA
3002738010690,46.664114,-113.474067,FIA
3006010010690,46.299151,-113.279663,FIA
3006253010690,46.258615,-113.577725,FIA
3007362010690,46.116781,-113.520622,FIA
3002133010690,46.799621,-113.364944,FIA
3002452010690,46.705586,-113.470729,FIA
3003455010690,46.573602,-113.413826,FIA
3010483010690,48.196523,-109.581082,FIA
3010652010690,48.16511,-109.662644,FIA
3010783010690,46.406458,-112.113169,FIA
3011877010690,46.324564,-112.362238,FIA
3012653010690,46.277602,-111.928837,FIA
3012833010690,46.235727,-112.414513,FIA
3012990010690,46.218732,-111.973225,FIA
3013021010690,46.236394,-111.904795,FIA
3013393010690,46.19702,-112.085603,FIA
3013508010690,46.12869,-112.409181,FIA
3013762010690,46.140632,-112.052125,FIA
3013969010690,46.081845,-112.17388,FIA
3014188010690,46.053142,-112.164223,FIA
3011608010690,46.358516,-112.043299,FIA
3011083010690,46.502223,-111.97436,FIA
2974900010690,48.783741,-114.425346,FIA
2975605010690,48.636488,-114.833312,FIA
2976336010690,48.607923,-114.705647,FIA
2976675010690,48.552211,-114.849111,FIA
2977329010690,48.504673,-114.627722,FIA
2977359010690,48.500475,-114.556163,FIA
2977416010690,48.51175,-114.413433,FIA
2977478010690,48.496885,-114.35327,FIA
2977787010690,48.465978,-114.762113,FIA
2977823010690,48.458889,-114.721843,FIA
2978319010690,48.449509,-113.824708,FIA
2978844010690,48.408787,-113.976518,FIA
2979203010690,48.367188,-114.508541,FIA
2979412010690,48.344237,-114.034544,FIA
2979507010690,48.364369,-113.883457,FIA
2979552010690,48.370667,-113.84735,FIA
2980087010690,48.304624,-113.89762,FIA
2853482010690,41.916847,-111.736356,FIA
2853524010690,41.915245,-111.538572,FIA
2853569010690,41.853942,-111.713949,FIA
2853694010690,41.825878,-111.736517,FIA
2853709010690,41.817017,-111.54979,FIA
