DAMAGE_AGENT_CD,official_label,scientific_name_or_other,official_group_code,agent_group,is_insect_agent,threshold,region,source,source_pdf_page,definition_source_version,manual_version_applicability,code_status,review_status
25004,leaf spots,leaf spots,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",970,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25005,needlecast,needlecast,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",970,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25006,powdery mildew,powdery mildew,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",970,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25007,tobacco mosaic virus,tobacco mosaic virus,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",970,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25008,tobacco ringspot virus of ash,Nepovirus TRSV,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25009,true fir needlecast,true fir needlecast,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25010,sycamore anthracnose,Apiognomonia veneta,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25011,Cercospora blight of juniper,Cercospora sequoiae,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25013,large-spored spruce-laborador tea rust,Chrysomyxa ledicola,25000,Foliage Diseases,FALSE,Damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS-AK,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25014,ink spot of aspen,Ciborinia whetzelii,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25015,pine needle rust,Coleosporium spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25016,anthracnose on Russian olive,Colletotrichum spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25017,Coronado limb rust,Cronartium arizonicum,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25018,leaf shothole,Cylindrosporium spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25019,cedar leaf blight,Didymascella thujina,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25020,dogwood anthracnose,Discula spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25021,mango scab,Elsinoe magiferae,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25022,Elytroderma needle blight,Elytroderma deformans,25000,Foliage Diseases,FALSE,Damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25023,fire blight,Erwinia amylovora,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25024,walnut anthracnose,Gnomonia leptostyla,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25025,anthracnose,Gnomonia spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25027,brown felt blight,Herpotrichia juniperi,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25028,larch needle blight,Hypodermella laricis,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25029,hardwood anthracnose,Kabatiella apocrypta,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25030,Lasiodiplodia cone damage,Lasiodiplodia spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25031,spruce needle cast,Lirula macrospora,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25032,fir needle cast,Lirula spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25033,white pine needle cast,Lophodermella arcuata,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25034,Lophodermella needle cast,Lophodermella spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25036,Marssonina blight,Marssonina populi,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25037,Douglas-fir rust,Melampsora medusae,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",971,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25039,larch needle cast,Meria laricis,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25040,Dothistroma needle blight,Mycosphaerella pini,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25041,brown felt blight of pines,Neopeckia coulteri,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25042,snow blight,Phacidum abietis,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25043,Swiss needle cast,Phaeocryptopus gaumannii,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25044,Phoma blight,Phoma spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25045,Phyllosticta leaf spot,Phyllosticta spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25046,bud rot,Phytophthora palmivora,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25047,Ploioderma needle cast,Ploioderma spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25048,ash rust,Puccinia sparganioides,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25049,fir and hemlock needle rusts,Pucciniastrum spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25050,Rhabdocline needle cast,Rhabdocline spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25051,Rhizoctonia needle blight,Rhizoctonia spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25052,Rhizophaeria needle cast,Rhizophaeria spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25053,Rhizopus rot,Rhizopus artocarpi,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25054,brown spot needle blight,Scirrhia acicola,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25055,Septoria leaf spot,Septoria alnifolia,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25056,Septoria leaf spot and canker,Septoria musiva,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25057,Sirococcus tip blight,Sirococcus conigenus,25000,Foliage Diseases,FALSE,Damage >=20% of the foliage with >=50% of the leaf/needle affected.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25058,Diplodia canker,Sphaeropsis sapinea,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25059,leaf blister of oak,Taphrina caerulescens,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25060,Venturia leaf blight of maple,Venturia acerina,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25061,shepherd's crook,Venturia tremulae,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25062,Dothistroma needle blight,Dothistroma septospora,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25063,yellow-cedar shoot blight,Apostrasseria spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25065,spruce needle rust,Chrysomyxa weirii,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25066,cedar leaf blight,Gymnosporangium nootkatense,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",972,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25067,spruce needle cast,Lophodermium picea,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25068,hardwood leaf rusts,Melampsora spp.,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25070,hemlock needle rust,Pucciniastrum vaccinii,25000,Foliage Diseases,FALSE,Damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS-AK,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25071,spruce needle cast,Rhizosphaera pini,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25072,sirococcus shoot blight,Sirococcus strobilinus,25000,Foliage Diseases,FALSE,Damage >=20% of the foliage with >=50% of the leaf/needle affected.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25073,shepherds crook,Venturia populina,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25074,Delphinella shoot blight,Delphinella abietis,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25075,tar spot,Rhytisma acerinum,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25076,birch leaf fungus,Septoria betulae,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25077,Septoria leaf spot of maple,Septoria aceris,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25800,other/shoot disease (known),other/shoot disease (known),25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
25900,unknown foliage/shoot disease,Unknown foliage/shoot disease,25000,Foliage Diseases,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26000,Stem Rusts,,26000,Stem Rusts,FALSE,"Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches 1 foot from boles or stems; damage to >=20% of branches.",All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26001,white pine blister rust,Cronartium ribicola,26000,Stem Rusts,FALSE,"Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches 1 foot from boles or stems; damage to >=20% of branches.",PNWRS; SRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26002,western gall rust,Peridermium harknessii,26000,Stem Rusts,FALSE,"Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches 1 foot from boles or stems; damage to >=20% of branches.",PNWRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26003,stalactiform blister rust,Cronartium coleosporioides,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26004,comandra blister rust,Cronartium comandrae,26000,Stem Rusts,FALSE,"Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches 1 foot from boles or stems; damage to >=20% of branches.",SRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26005,pinyon rust,Cronartium occidentale,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",973,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26006,eastern gall rust,Cronartium quercuum,26000,Stem Rusts,FALSE,"Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches 1 foot from boles or stems; damage to >=20% of branches.",SRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26007,gall rust of jack pine,Cronartium quercuum f. sp. banksignae,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26008,gall rust of shortleaf pine,Cronartium quercuum f. sp. echinatae,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26009,fusiform rust,Cronartium quercuum f. sp. fusiforme,26000,Stem Rusts,FALSE,"Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches 1 foot from boles or stems; damage to >=20% of branches.",SRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26010,gall rust of virginia pine,Cronartium quercuum f. sp. virginianae,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26011,Bethuli rust,Peridermium bethuli,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26012,limb rust,Peridermium filamentosum,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26013,southern cone rust,Cronartium strobilinum,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26800,other stem rust (known),other stem rust (known),26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
26900,unknown stem rust,unknown stem rust,26000,Stem Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27000,Broom Rusts,,27000,Broom Rusts,FALSE,>=50% of crown area affected.,All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27001,spruce broom rust,Chrysomyxa arctostaphyli,27000,Broom Rusts,FALSE,>=50% of crown area affected.,PNWRS-AK,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27002,Incense cedar broom rust,Gymnosporangium libocedri,27000,Broom Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27003,juniper broom rust,Gymnosporangium nidus-avis,27000,Broom Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27004,fir broom rust,Melampsorella caryophyllacearum,27000,Broom Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27800,other broom rust (known),other broom rust (known),27000,Broom Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
27900,unknown broom rust,unknown broom rust,27000,Broom Rusts,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
30000,Fire,,30000,Fire,FALSE,Damage >=20% of bole circumference; >20% of stems on multi-stemmed woodland species affected; >=20% of crown affected.,All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
30001,wild fire,,30000,Fire,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
30002,human caused fire,,30000,Fire,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
30003,crown fire damage,,30000,Fire,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",974,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
30004,ground fire damage,,30000,Fire,FALSE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",975,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
41000,Wild Animals,,41000,Wild Animals,FALSE,Any damage to the terminal leader; damage >=20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage >=20% of the foliage with >=50% of the leaf/needle affected.,All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",975,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
41001,bears,Ursus spp.,41000,Wild Animals,FALSE,Any damage to the terminal leader; damage >=20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",975,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
41002,beavers,Castor canadensis,41000,Wild Animals,FALSE,Any damage to the terminal leader; damage >=20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS; SRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",975,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
